pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,orbital_period_days,semi_major_axis_au,planet_radius_re,pl_radj,planet_mass_me,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,planet_eq_temp_k,ttv_flag,st_refname,st_spectype,star_temp_k,st_rad,st_mass,star_metallicity,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,system_distance_pc,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-444 b,TOI-444,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,17.96350826817,,3.29701974,0.29414091,,,,,23.4694,561.36,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5229.0,0.794471,,,,4.55429,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h16m44.16s,64.1839982,-26d45m59.07s,-26.7664071,57.3973,9.86,7.832,9.6063,2023-12-04,2017-07,2023-12-04
TOI-2194 b,TOI-2194,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,15.3419095,,1.7005,0.15170871,,,,,14.2526,541.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4669.0,0.69,,,,4.63,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m37.52s,299.1563393,-31d20m06.65s,-31.3351812,19.5711,8.42,5.869,8.06594,2023-12-04,2017-07,2023-12-04
TOI-4308 b,TOI-4308,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,9.1512776,,2.45142,0.21870142,,,,,55.3616,759.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5015.0,0.79,,,,4.47652,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h51m00.74s,327.7530693,-43d33m44.51s,-43.5623642,108.932,11.251,9.139,10.8645,2023-12-04,2017-07,2023-12-04
TOI-2364 b,TOI-2364,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.0197555,,9.57594,0.85430962,,,,,211.813,1062.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5216.0,0.94,,,,4.44,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h56m31.21s,89.1300265,-05d00m43.31s,-5.0120298,219.614,12.234,10.363,12.0921,2023-12-04,2017-07,2023-12-04
TOI-4184 b,TOI-4184,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.90199383996,,2.55541453,0.22797921,,,,,5.0535,382.4,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3147.0,0.240807,,,,5.04654,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h55m18.83s,43.8284749,-79d24m52.93s,-79.4147039,69.3649,17.12,11.867,15.5939,2023-12-04,2017-07,2023-12-04
TOI-332 b,TOI-332,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.77685,,3.28324,0.29291156,,,,,4180.32,2240.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5190.0,0.96,,,,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h12m14.15s,348.0589516,-44d52m35.35s,-44.8764852,222.852,12.349,10.315,12.063,2023-12-04,2017-07,2023-12-04
TOI-2096 b,TOI-2096,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.11907156164,,1.62297957,0.14479279,,,,,10.0846,454.5,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3285.0,0.247331,,,,4.98992,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m28.49s,151.6186989,+74d49m37.96s,74.8272107,48.4809,15.92,11.021,14.7736,2023-12-04,2017-07,2023-12-04
TOI-2084 b,TOI-2084,0,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,6.0784031,,2.07448,0.18507303,,,,,15.739,554.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3630.0,0.47,,,,4.76664,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h17m01.09s,259.2545389,+72d44m49.28s,72.7470231,114.549,15.115,11.148,14.4096,2023-12-04,2017-07,2023-12-04
TOI-2583 A b,TOI-2583 A,0,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.52074,,13.7321,1.22509801,,,,,713.859,1440.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6050.0,1.49,,,,4.14,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h09m04.09s,272.2670293,+45d20m12.84s,45.3368996,566.189,12.586,11.245,12.4592,2023-12-04,2017-07,2023-12-04
TOI-2587 A b,TOI-2587 A,0,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,5.4566563,,10.9408,0.97607448,,,,,381.078,1230.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5674.8,1.72,,,,4.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h43m43.61s,115.9317105,-01d04m24.00s,-1.073333,373.675,11.544,9.991,11.4079,2023-12-04,2017-07,2023-12-04
TOI-2000 b,TOI-2000,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.098367,,2.47118,0.22046429,,,,,328.067,1185.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5400.0,1.18,,,,4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h45m35.30s,146.3970631,-66d41m11.87s,-66.6866307,175.713,10.984,9.303001,10.8542,2023-12-04,2017-07,2023-12-04
HD 56414 b,HD 56414,0,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,29.0497517,,2.84674,0.25396957,,,,,257.066,1115.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,8208.0,1.8,,,,4.25979,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h11m22.48s,107.8436846,-68d50m00.03s,-68.8333403,272.217,9.217,8.823,9.20475,2023-12-04,2017-07,2023-12-04
TOI-1853 b,TOI-1853,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.2436239,,3.89334,0.34734113,,,,,435.33,1272.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4968.8,0.84,,,,4.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h05m50.24s,211.4593468,+16d59m32.53s,16.9923703,165.105,12.178,10.055,11.9474,2023-12-04,2017-07,2023-12-04
HD 28109 c,HD 28109,0,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,56.00450564844,,4.60744436,0.41104936,,,,,29.9535,596.67,1.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6321.0,1.41189,,,,4.22436,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.611,9.42,8.175,9.29976,2023-12-04,2017-07,2023-12-04
HD 28109 b,HD 28109,0,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,22.8909855,,2.55946293,0.22834038,,,,,98.7475,803.99,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6321.0,1.41189,,,,4.22436,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h20m57.19s,65.2383065,-68d06m09.68s,-68.1026875,139.611,9.42,8.175,9.29976,2023-12-04,2017-07,2023-12-04
TOI-5704 b,TOI-5704,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.77110663034,,3.34096413,0.29806137,,,,,125.0643,852.91,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4590.0,0.757521,,,,4.5426,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m17.97s,169.8248694,+44d59m20.68s,44.9890782,89.637,11.529,9.021,11.2746,2023-12-04,2017-07,2023-12-04
HD 23472 f,HD 23472,0,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,12.1623316,,1.15643,0.10316995,,,,,27.5458,638.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4813.0,0.69,,,,4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,9.73,7.207,9.38476,2023-12-04,2017-07,2023-12-04
HD 88986 b,HD 88986,1,1,1,Radial Velocity,2023,Haute-Provence Observatory,Published Confirmed,0,<a refstr=HEIDARI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231113513H/abstract target=ref>Heidari et al. 2023</a>,146.05,0.58,2.49,0.2221433,17.2,0.05411725,Mass,0.24,,460.0,0.0,<a refstr=HEIDARI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231113513H/abstract target=ref>Heidari et al. 2023</a>,G2 V,5861.0,1.543,1.25,0.06,[Fe/H],4.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m28.00s,154.1166869,+28d40m55.45s,28.6820708,33.2673,6.46974,4.884,6.30259,2023-12-04,2023-11,2023-12-04
HD 23472 e,HD 23472,0,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,7.9076222,,0.969819,0.0865216,,,,,44.8107,720.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4813.0,0.69,,,,4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,9.73,7.207,9.38476,2023-12-04,2017-07,2023-12-04
HD 23472 d,HD 23472,0,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.9766833,,0.757588,0.06758759,,,,,89.0886,855.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4813.0,0.69,,,,4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,9.73,7.207,9.38476,2023-12-04,2017-07,2023-12-04
HD 23472 c,HD 23472,0,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,29.7975205,,1.60982,0.14361877,,,,,3.2713,374.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4813.0,0.69,,,,4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,9.73,7.207,9.38476,2023-12-04,2017-07,2023-12-04
HD 23472 b,HD 23472,0,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,17.6671687,,1.87042,0.16686798,,,,,7.6088,462.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4813.0,0.69,,,,4.38,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,9.73,7.207,9.38476,2023-12-04,2017-07,2023-12-04
HD 21749 c,GJ 143,0,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,7.7897726,,1.00084,0.08928912,,,,,144.765,966.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4628.53,0.71,,,,4.32239,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m00.05s,51.7501882,-63d30m00.60s,-63.500166,16.32,8.08,5.375,7.67906,2023-12-04,2017-07,2023-12-04
HD 213885 b,HD 213885,0,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.0082361,,1.7202,0.15346623,,,,,1882.94,1835.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5795.29,1.13,,,,4.438,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m56.09s,338.9837166,-59d51m53.38s,-59.864829,48.0883,7.95,6.419,7.80173,2023-12-04,2017-07,2023-12-04
HD 207496 b,HD 207496,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,6.441006,,2.56374,0.22872196,,,,,87.8902,853.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4867.0,0.8,,,,4.438,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h54m52.36s,328.7181708,-77d20m19.69s,-77.3388025,23.606,8.23,5.967,7.97255,2023-12-04,2017-07,2023-12-04
TOI-198 b,TOI-198,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,10.21501679267,,1.47777541,0.13183852,,,,,7.4195,420.93,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3763.0,0.447336,,,,4.83739,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h09m05.16s,2.2715087,-27d07m18.28s,-27.1217452,23.7262,11.688,7.856,10.9187,2023-12-04,2017-07,2023-12-04
TOI-199 b,TOI-199,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,104.8729635,,10.223,0.91203654,,,,,2.7528,358.0,1.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5350.0,0.88,,,,4.52347,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h20m25.41s,80.1058735,-59d53m43.56s,-59.8954326,102.27,10.701,8.814,10.5784,2023-12-04,2017-07,2023-12-04
HD 110067 f,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,41.05854,0.2163,2.601,0.23204608,5.04,0.01585761,Mass,,,489.0,0.0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.0,0.788,0.798,-0.2,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585,8.419,6.492,8.17208,2023-12-05,2023-11,2023-12-05
HD 110067 e,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,30.793091,0.1785,1.94,0.17307551,3.9,0.01227077,Mass,,,533.0,0.0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.0,0.788,0.798,-0.2,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585,8.419,6.492,8.17208,2023-12-05,2023-11,2023-12-05
HD 110067 d,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,20.519617,0.1362,2.852,0.25443884,8.52,0.02680692,Mass,,,602.0,0.0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.0,0.788,0.798,-0.2,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585,8.419,6.492,8.17208,2023-12-05,2023-11,2023-12-05
HD 110067 g,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,54.76992,0.2621,2.607,0.23258136,8.4,0.02642936,Mass,,,440.0,0.0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.0,0.788,0.798,-0.2,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585,8.419,6.492,8.17208,2023-12-05,2023-11,2023-12-05
HD 110067 c,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,13.673694,0.1039,2.388,0.21304346,6.3,0.01982202,Mass,,,699.0,0.0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.0,0.788,0.798,-0.2,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585,8.419,6.492,8.17208,2023-12-05,2023-11,2023-12-05
HD 110067 b,HD 110067,1,3,6,Transit,2023,Multiple Observatories,Published Confirmed,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,9.113678,0.0793,2.2,0.19627119,5.69,0.01790274,Mass,,,800.0,0.0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.0,0.788,0.798,-0.2,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377,32.1585,8.419,6.492,8.17208,2023-12-05,2023-11,2023-12-05
GJ 667 C b,GJ 667 C,1,3,5,Radial Velocity,2012,La Silla Observatory,Published Confirmed,0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.109B/abstract target=ref> Bonfils et al. 2013 </a>,7.203,,,,,,,0.2,,,0.0,<a refstr=BONFILS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.109B/abstract target=ref> Bonfils et al. 2013 </a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h19m00.25s,259.7510609,-34d59m51.95s,-34.9977651,7.24396,10.602,6.036,9.38033,2023-12-14,2013-01,2023-12-14
